Date,Year,CPI,Montly Inflation,Rolling Annual,,,,,,
7/31/1968,1968,34.9,0.576368876,4.491017964,,,,,,
8/31/1968,1968,35,0.286532951,4.47761194,,,,,,
9/30/1968,1968,35.1,0.285714286,4.464285714,,,,,,
10/31/1968,1968,35.3,0.56980057,4.747774481,,,,,,
11/30/1968,1968,35.4,0.283286119,4.733727811,,,,,,
12/31/1968,1968,35.5,0.282485876,4.719764012,,,,,,
1/31/1969,1969,35.6,0.281690141,4.398826979,,,,,,
2/28/1969,1969,35.8,0.561797753,4.678362573,,,,,,
3/31/1969,1969,36.1,0.837988827,5.247813411,,,,,,
4/30/1969,1969,36.3,0.55401662,5.523255814,,,,,,
5/31/1969,1969,36.4,0.275482094,5.507246377,,,,,,
6/30/1969,1969,36.6,0.549450549,5.475504323,,,,,,
7/31/1969,1969,36.8,0.546448087,5.444126074,,,,,,
8/31/1969,1969,37,0.543478261,5.714285714,,,,,,
9/30/1969,1969,37.1,0.27027027,5.698005698,,,,,,
10/31/1969,1969,37.3,0.539083558,5.66572238,,,,,,
11/30/1969,1969,37.5,0.536193029,5.93220339,,,,,,
12/31/1969,1969,37.7,0.533333333,6.197183099,,,,,,
1/31/1970,1970,37.8,0.265251989,6.179775281,,,,,,
2/28/1970,1970,38,0.529100529,6.145251397,,,,,,
3/31/1970,1970,38.2,0.526315789,5.817174515,,,,,,
4/30/1970,1970,38.5,0.785340314,6.060606061,,,,,,
5/31/1970,1970,38.6,0.25974026,6.043956044,,,,,,
6/30/1970,1970,38.8,0.518134715,6.010928962,,,,,,
7/31/1970,1970,39,0.515463918,5.97826087,,,,,,
8/31/1970,1970,39,0,5.405405405,,,,,,
9/30/1970,1970,39.2,0.512820513,5.660377358,,,,,,
10/31/1970,1970,39.4,0.510204082,5.63002681,,,,,,
11/30/1970,1970,39.6,0.507614213,5.6,,,,,,
12/31/1970,1970,39.8,0.505050505,5.570291777,,,,,,
1/31/1971,1971,39.8,0,5.291005291,,,,,,
2/28/1971,1971,39.9,0.251256281,5,,,,,,
3/31/1971,1971,40,0.250626566,4.712041885,,,,,,
4/30/1971,1971,40.1,0.25,4.155844156,,,,,,
5/31/1971,1971,40.3,0.498753117,4.404145078,,,,,,
6/30/1971,1971,40.6,0.744416873,4.639175258,,,,,,
7/31/1971,1971,40.7,0.246305419,4.358974359,,,,,,
8/31/1971,1971,40.8,0.245700246,4.615384615,,,,,,
9/30/1971,1971,40.8,0,4.081632653,,,,,,
10/31/1971,1971,40.9,0.245098039,3.807106599,,,,,,
11/30/1971,1971,40.9,0,3.282828283,,,,,,
12/31/1971,1971,41.1,0.488997555,3.266331658,,,,,,
1/31/1972,1972,41.1,0,3.266331658,,,,,,
2/29/1972,1972,41.3,0.486618005,3.50877193,,,,,,
3/31/1972,1972,41.4,0.242130751,3.5,,,,,,
4/30/1972,1972,41.5,0.241545894,3.49127182,,,,,,
5/31/1972,1972,41.6,0.240963855,3.225806452,,,,,,
6/30/1972,1972,41.7,0.240384615,2.709359606,,,,,,
7/31/1972,1972,41.9,0.479616307,2.948402948,,,,,,
8/31/1972,1972,42,0.238663484,2.941176471,,,,,,
9/30/1972,1972,42.1,0.238095238,3.18627451,,,,,,
10/31/1972,1972,42.3,0.475059382,3.422982885,,,,,,
11/30/1972,1972,42.4,0.236406619,3.667481663,,,,,,
12/31/1972,1972,42.5,0.235849057,3.406326034,,,,,,
1/31/1973,1973,42.6,0.235294118,3.649635036,,,,,,
2/28/1973,1973,42.9,0.704225352,3.87409201,,,,,,
3/31/1973,1973,43.3,0.932400932,4.589371981,,,,,,
4/30/1973,1973,43.6,0.692840647,5.060240964,,,,,,
5/31/1973,1973,43.9,0.688073394,5.528846154,,,,,,
6/30/1973,1973,44.2,0.683371298,5.995203837,,,,,,
7/31/1973,1973,44.3,0.226244344,5.727923628,,,,,,
8/31/1973,1973,45.1,1.805869074,7.380952381,,,,,,
9/30/1973,1973,45.2,0.22172949,7.363420428,,,,,,
10/31/1973,1973,45.6,0.884955752,7.80141844,,,,,,
11/30/1973,1973,45.9,0.657894737,8.254716981,,,,,,
12/31/1973,1973,46.2,0.653594771,8.705882353,,,,,,
1/31/1974,1974,46.6,0.865800866,9.389671362,,,,,,
2/28/1974,1974,47.2,1.287553648,10.02331002,,,,,,
3/31/1974,1974,47.8,1.271186441,10.3926097,,,,,,
4/30/1974,1974,48,0.418410042,10.09174312,,,,,,
5/31/1974,1974,48.6,1.25,10.70615034,,,,,,
6/30/1974,1974,49,0.823045267,10.85972851,,,,,,
7/31/1974,1974,49.4,0.816326531,11.51241535,,,,,,
8/31/1974,1974,50,1.214574899,10.86474501,,,,,,
9/30/1974,1974,50.6,1.2,11.94690265,,,,,,
10/31/1974,1974,51.1,0.988142292,12.06140351,,,,,,
11/30/1974,1974,51.5,0.782778865,12.20043573,,,,,,
12/31/1974,1974,51.9,0.776699029,12.33766234,,,,,,
1/31/1975,1975,52.1,0.385356455,11.80257511,,,,,,
2/28/1975,1975,52.5,0.767754319,11.22881356,,,,,,
3/31/1975,1975,52.7,0.380952381,10.25104603,,,,,,
4/30/1975,1975,52.9,0.379506641,10.20833333,,,,,,
5/31/1975,1975,53.2,0.56710775,9.465020576,,,,,,
6/30/1975,1975,53.6,0.751879699,9.387755102,,,,,,
7/31/1975,1975,54.2,1.119402985,9.71659919,,,,,,
8/31/1975,1975,54.3,0.184501845,8.6,,,,,,
9/30/1975,1975,54.6,0.552486188,7.90513834,,,,,,
10/31/1975,1975,54.9,0.549450549,7.436399217,,,,,,
11/30/1975,1975,55.3,0.72859745,7.378640777,,,,,,
12/31/1975,1975,55.5,0.361663653,6.936416185,,,,,,
1/31/1976,1976,55.6,0.18018018,6.717850288,,,,,,
2/29/1976,1976,55.8,0.35971223,6.285714286,,,,,,
3/31/1976,1976,55.9,0.17921147,6.072106262,,,,,,
4/30/1976,1976,56.1,0.357781753,6.049149338,,,,,,
5/31/1976,1976,56.5,0.713012478,6.203007519,,,,,,
6/30/1976,1976,56.8,0.530973451,5.970149254,,,,,,
7/31/1976,1976,57.1,0.528169014,5.350553506,,,,,,
8/31/1976,1976,57.4,0.525394046,5.709023941,,,,,,
9/30/1976,1976,57.6,0.348432056,5.494505495,,,,,,
10/31/1976,1976,57.9,0.520833333,5.464480874,,,,,,
11/30/1976,1976,58,0.172711572,4.882459313,,,,,,
12/31/1976,1976,58.2,0.344827586,4.864864865,,,,,,
1/31/1977,1977,58.5,0.515463918,5.215827338,,,,,,
2/28/1977,1977,59.1,1.025641026,5.913978495,,,,,,
3/31/1977,1977,59.5,0.676818951,6.440071556,,,,,,
4/30/1977,1977,60,0.840336134,6.951871658,,,,,,
5/31/1977,1977,60.3,0.5,6.725663717,,,,,,
6/30/1977,1977,60.7,0.663349917,6.866197183,,,,,,
7/31/1977,1977,61,0.494233937,6.830122592,,,,,,
8/31/1977,1977,61.2,0.327868852,6.620209059,,,,,,
9/30/1977,1977,61.4,0.326797386,6.597222222,,,,,,
10/31/1977,1977,61.6,0.325732899,6.390328152,,,,,,
11/30/1977,1977,61.9,0.487012987,6.724137931,,,,,,
12/31/1977,1977,62.1,0.323101777,6.701030928,,,,,,
1/31/1978,1978,62.5,0.644122383,6.837606838,,,,,,
2/28/1978,1978,62.9,0.64,6.429780034,,,,,,
3/31/1978,1978,63.4,0.79491256,6.554621849,,,,,,
4/30/1978,1978,63.9,0.788643533,6.5,,,,,,
5/31/1978,1978,64.5,0.938967136,6.965174129,,,,,,
6/30/1978,1978,65.2,1.085271318,7.413509061,,,,,,
7/31/1978,1978,65.7,0.766871166,7.704918033,,,,,,
8/31/1978,1978,66,0.456621005,7.843137255,,,,,,
9/30/1978,1978,66.5,0.757575758,8.306188925,,,,,,
10/31/1978,1978,67.1,0.902255639,8.928571429,,,,,,
11/30/1978,1978,67.4,0.44709389,8.885298869,,,,,,
12/31/1978,1978,67.7,0.445103858,9.017713366,,,,,,
1/31/1979,1979,68.3,0.886262925,9.28,,,,,,
2/28/1979,1979,69.1,1.171303075,9.856915739,,,,,,
3/31/1979,1979,69.8,1.013024602,10.09463722,,,,,,
4/30/1979,1979,70.6,1.146131805,10.48513302,,,,,,
5/31/1979,1979,71.5,1.274787535,10.85271318,,,,,,
6/30/1979,1979,72.3,1.118881119,10.88957055,,,,,,
7/31/1979,1979,73.1,1.106500692,11.26331811,,,,,,
8/31/1979,1979,73.8,0.957592339,11.81818182,,,,,,
9/30/1979,1979,74.6,1.08401084,12.18045113,,,,,,
10/31/1979,1979,75.2,0.804289544,12.07153502,,,,,,
11/30/1979,1979,75.9,0.930851064,12.61127596,,,,,,
12/31/1979,1979,76.7,1.054018445,13.29394387,,,,,,
1/31/1980,1980,77.8,1.434159061,13.90922401,,,,,,
2/29/1980,1980,78.9,1.413881748,14.18234443,,,,,,
3/31/1980,1980,80.1,1.520912548,14.75644699,,,,,,
4/30/1980,1980,81,1.123595506,14.73087819,,,,,,
5/31/1980,1980,81.8,0.987654321,14.40559441,,,,,,
6/30/1980,1980,82.7,1.100244499,14.38450899,,,,,,
7/31/1980,1980,82.7,0,13.13269494,,,,,,
8/31/1980,1980,83.3,0.725513906,12.87262873,,,,,,
9/30/1980,1980,84,0.840336134,12.60053619,,,,,,
10/31/1980,1980,84.8,0.952380952,12.76595745,,,,,,
11/30/1980,1980,85.5,0.825471698,12.64822134,,,,,,
12/31/1980,1980,86.3,0.935672515,12.51629726,,,,,,
1/31/1981,1981,87,0.811123986,11.8251928,,,,,,
2/28/1981,1981,87.9,1.034482759,11.40684411,,,,,,
3/31/1981,1981,88.5,0.682593857,10.48689139,,,,,,
4/30/1981,1981,89.1,0.677966102,10,,,,,,
5/31/1981,1981,89.8,0.785634119,9.7799511,,,,,,
6/30/1981,1981,90.6,0.890868597,9.552599758,,,,,,
7/31/1981,1981,91.6,1.103752759,10.7617896,,,,,,
8/31/1981,1981,92.3,0.76419214,10.80432173,,,,,,
9/30/1981,1981,93.2,0.975081257,10.95238095,,,,,,
10/31/1981,1981,93.4,0.214592275,10.14150943,,,,,,
11/30/1981,1981,93.7,0.321199143,9.590643275,,,,,,
12/31/1981,1981,94,0.320170758,8.922363847,,,,,,
1/31/1982,1982,94.3,0.319148936,8.390804598,,,,,,
2/28/1982,1982,94.6,0.318133616,7.622298066,,,,,,
3/31/1982,1982,94.5,-0.105708245,6.779661017,,,,,,
4/30/1982,1982,94.9,0.423280423,6.509539843,,,,,,
5/31/1982,1982,95.8,0.948366702,6.681514477,,,,,,
6/30/1982,1982,97,1.252609603,7.06401766,,,,,,
7/31/1982,1982,97.5,0.515463918,6.441048035,,,,,,
8/31/1982,1982,97.7,0.205128205,5.850487541,,,,,,
9/30/1982,1982,97.9,0.204708291,5.042918455,,,,,,
10/31/1982,1982,98.2,0.306435138,5.139186296,,,,,,
11/30/1982,1982,98,-0.203665988,4.589114194,,,,,,
12/31/1982,1982,97.6,-0.408163265,3.829787234,,,,,,
1/31/1983,1983,97.8,0.204918033,3.711558855,,,,,,
2/28/1983,1983,97.9,0.102249489,3.488372093,,,,,,
3/31/1983,1983,97.9,0,3.597883598,,,,,,
4/30/1983,1983,98.6,0.715015322,3.898840885,,,,,,
5/31/1983,1983,99.2,0.60851927,3.549060543,,,,,,
6/30/1983,1983,99.5,0.302419355,2.577319588,,,,,,
7/31/1983,1983,99.9,0.40201005,2.461538462,,,,,,
8/31/1983,1983,100.2,0.3003003,2.558853634,,,,,,
9/30/1983,1983,100.7,0.499001996,2.860061287,,,,,,
10/31/1983,1983,101,0.297914598,2.851323829,,,,,,
11/30/1983,1983,101.2,0.198019802,3.265306122,,,,,,
12/31/1983,1983,101.3,0.098814229,3.790983607,,,,,,
1/31/1984,1984,101.9,0.592300099,4.192229039,,,,,,
2/29/1984,1984,102.4,0.490677134,4.596527068,,,,,,
3/31/1984,1984,102.6,0.1953125,4.80081716,,,,,,
4/30/1984,1984,103.1,0.487329435,4.563894523,,,,,,
5/31/1984,1984,103.4,0.290979631,4.233870968,,,,,,
6/30/1984,1984,103.7,0.290135397,4.221105528,,,,,,
7/31/1984,1984,104.1,0.385728062,4.204204204,,,,,,
8/31/1984,1984,104.5,0.384245917,4.291417166,,,,,,
9/30/1984,1984,105,0.4784689,4.270109235,,,,,,
10/31/1984,1984,105.3,0.285714286,4.257425743,,,,,,
11/30/1984,1984,105.3,0,4.051383399,,,,,,
12/31/1984,1984,105.3,0,3.948667325,,,,,,
1/31/1985,1985,105.5,0.189933523,3.532875368,,,,,,
2/28/1985,1985,106,0.473933649,3.515625,,,,,,
3/31/1985,1985,106.4,0.377358491,3.703703704,,,,,,
4/30/1985,1985,106.9,0.469924812,3.685741998,,,,,,
5/31/1985,1985,107.3,0.374181478,3.771760155,,,,,,
6/30/1985,1985,107.6,0.279589935,3.760848602,,,,,,
7/31/1985,1985,107.8,0.185873606,3.554274736,,,,,,
8/31/1985,1985,108,0.185528757,3.349282297,,,,,,
9/30/1985,1985,108.3,0.277777778,3.142857143,,,,,,
10/31/1985,1985,108.7,0.369344414,3.228869896,,,,,,
11/30/1985,1985,109,0.27598896,3.51377018,,,,,,
12/31/1985,1985,109.3,0.275229358,3.798670465,,,,,,
1/31/1986,1986,109.6,0.274473925,3.886255924,,,,,,
2/28/1986,1986,109.3,-0.273722628,3.113207547,,,,,,
3/31/1986,1986,108.8,-0.457456542,2.255639098,,,,,,
4/30/1986,1986,108.6,-0.183823529,1.590271282,,,,,,
5/31/1986,1986,108.9,0.276243094,1.491146319,,,,,,
6/30/1986,1986,109.5,0.550964187,1.765799257,,,,,,
7/31/1986,1986,109.5,0,1.576994434,,,,,,
8/31/1986,1986,109.7,0.182648402,1.574074074,,,,,,
9/30/1986,1986,110.2,0.455788514,1.754385965,,,,,,
10/31/1986,1986,110.3,0.090744102,1.471941122,,,,,,
11/30/1986,1986,110.4,0.090661831,1.28440367,,,,,,
12/31/1986,1986,110.5,0.09057971,1.0978957,,,,,,
1/31/1987,1987,111.2,0.633484163,1.459854015,,,,,,
2/28/1987,1987,111.6,0.35971223,2.104300091,,,,,,
3/31/1987,1987,112.1,0.448028674,3.033088235,,,,,,
4/30/1987,1987,112.7,0.535236396,3.775322284,,,,,,
5/31/1987,1987,113.1,0.354924579,3.856749311,,,,,,
6/30/1987,1987,113.5,0.353669319,3.652968037,,,,,,
7/31/1987,1987,113.8,0.264317181,3.926940639,,,,,,
8/31/1987,1987,114.4,0.527240773,4.284412033,,,,,,
9/30/1987,1987,115,0.524475524,4.355716878,,,,,,
10/31/1987,1987,115.3,0.260869565,4.533091568,,,,,,
11/30/1987,1987,115.4,0.086730269,4.528985507,,,,,,
12/31/1987,1987,115.4,0,4.43438914,,,,,,
1/31/1988,1988,115.7,0.259965338,4.04676259,,,,,,
2/29/1988,1988,116,0.259291271,3.94265233,,,,,,
3/31/1988,1988,116.5,0.431034483,3.925066905,,,,,,
4/30/1988,1988,117.1,0.515021459,3.904170364,,,,,,
5/31/1988,1988,117.5,0.341588386,3.890362511,,,,,,
6/30/1988,1988,118,0.425531915,3.964757709,,,,,,
7/31/1988,1988,118.5,0.423728814,4.130052724,,,,,,
8/31/1988,1988,119,0.421940928,4.020979021,,,,,,
9/30/1988,1988,119.8,0.672268908,4.173913043,,,,,,
10/31/1988,1988,120.2,0.333889816,4.249783174,,,,,,
11/30/1988,1988,120.3,0.083194676,4.24610052,,,,,,
12/31/1988,1988,120.5,0.166251039,4.419410745,,,,,,
1/31/1989,1989,121.1,0.497925311,4.667242869,,,,,,
2/28/1989,1989,121.6,0.412881916,4.827586207,,,,,,
3/31/1989,1989,122.3,0.575657895,4.978540773,,,,,,
4/30/1989,1989,123.1,0.654129191,5.12382579,,,,,,
5/31/1989,1989,123.8,0.568643379,5.361702128,,,,,,
6/30/1989,1989,124.1,0.242326333,5.169491525,,,,,,
7/31/1989,1989,124.4,0.241740532,4.978902954,,,,,,
8/31/1989,1989,124.6,0.160771704,4.705882353,,,,,,
9/30/1989,1989,125,0.321027287,4.340567613,,,,,,
10/31/1989,1989,125.6,0.48,4.492512479,,,,,,
11/30/1989,1989,125.9,0.238853503,4.655029094,,,,,,
12/31/1989,1989,126.1,0.158856235,4.647302905,,,,,,
1/31/1990,1990,127.4,1.030927835,5.202312139,,,,,,
2/28/1990,1990,128,0.470957614,5.263157895,,,,,,
3/31/1990,1990,128.7,0.546875,5.233033524,,,,,,
4/30/1990,1990,128.9,0.155400155,4.711616572,,,,,,
5/31/1990,1990,129.2,0.232738557,4.36187399,,,,,,
6/30/1990,1990,129.9,0.541795666,4.673650282,,,,,,
7/31/1990,1990,130.4,0.38491147,4.823151125,,,,,,
8/31/1990,1990,131.6,0.920245399,5.617977528,,,,,,
9/30/1990,1990,132.7,0.835866261,6.16,,,,,,
10/31/1990,1990,133.5,0.602863602,6.289808917,,,,,,
11/30/1990,1990,133.8,0.224719101,6.274821287,,,,,,
12/31/1990,1990,133.8,0,6.106264869,,,,,,
1/31/1991,1991,134.6,0.597907324,5.651491366,,,,,,
2/28/1991,1991,134.8,0.14858841,5.3125,,,,,,
3/31/1991,1991,135,0.148367953,4.895104895,,,,,,
4/30/1991,1991,135.2,0.148148148,4.887509697,,,,,,
5/31/1991,1991,135.6,0.295857988,4.953560372,,,,,,
6/30/1991,1991,136,0.294985251,4.695919938,,,,,,
7/31/1991,1991,136.2,0.147058824,4.447852761,,,,,,
8/31/1991,1991,136.6,0.293685756,3.799392097,,,,,,
9/30/1991,1991,137.2,0.439238653,3.391107762,,,,,,
10/31/1991,1991,137.4,0.145772595,2.921348315,,,,,,
11/30/1991,1991,137.8,0.291120815,2.989536622,,,,,,
12/31/1991,1991,137.9,0.07256894,3.064275037,,,,,,
1/31/1992,1992,138.1,0.145032632,2.600297177,,,,,,
2/29/1992,1992,138.6,0.362056481,2.818991098,,,,,,
3/31/1992,1992,139.3,0.505050505,3.185185185,,,,,,
4/30/1992,1992,139.5,0.143575018,3.180473373,,,,,,
5/31/1992,1992,139.7,0.143369176,3.02359882,,,,,,
6/30/1992,1992,140.2,0.357909807,3.088235294,,,,,,
7/31/1992,1992,140.5,0.213980029,3.15712188,,,,,,
8/31/1992,1992,140.9,0.284697509,3.147877013,,,,,,
9/30/1992,1992,141.3,0.283889283,2.988338192,,,,,,
10/31/1992,1992,141.8,0.353857042,3.202328967,,,,,,
11/30/1992,1992,142,0.141043724,3.047895501,,,,,,
12/31/1992,1992,141.9,-0.070422535,2.900652647,,,,,,
1/31/1993,1993,142.6,0.493305144,3.258508327,,,,,,
2/28/1993,1993,143.1,0.350631136,3.246753247,,,,,,
3/31/1993,1993,143.6,0.34940601,3.086862886,,,,,,
4/30/1993,1993,144,0.278551532,3.225806452,,,,,,
5/31/1993,1993,144.2,0.138888889,3.221188261,,,,,,
6/30/1993,1993,144.4,0.138696255,2.995720399,,,,,,
7/31/1993,1993,144.4,0,2.775800712,,,,,,
8/31/1993,1993,144.8,0.27700831,2.767920511,,,,,,
9/30/1993,1993,145.1,0.20718232,2.689313517,,,,,,
10/31/1993,1993,145.7,0.413507926,2.750352609,,,,,,
11/30/1993,1993,145.8,0.06863418,2.676056338,,,,,,
12/31/1993,1993,145.8,0,2.748414376,,,,,,
1/31/1994,1994,146.2,0.274348422,2.52454418,,,,,,
2/28/1994,1994,146.7,0.341997264,2.51572327,,,,,,
3/31/1994,1994,147.2,0.340831629,2.506963788,,,,,,
4/30/1994,1994,147.4,0.135869565,2.361111111,,,,,,
5/31/1994,1994,147.5,0.067842605,2.288488211,,,,,,
6/30/1994,1994,148,0.338983051,2.493074792,,,,,,
7/31/1994,1994,148.4,0.27027027,2.770083102,,,,,,
8/31/1994,1994,149,0.404312668,2.900552486,,,,,,
9/30/1994,1994,149.4,0.268456376,2.963473467,,,,,,
10/31/1994,1994,149.5,0.066934404,2.608098833,,,,,,
11/30/1994,1994,149.7,0.133779264,2.674897119,,,,,,
12/31/1994,1994,149.7,0,2.674897119,,,,,,
1/31/1995,1995,150.3,0.400801603,2.804377565,,,,,,
2/28/1995,1995,150.9,0.399201597,2.862985685,,,,,,
3/31/1995,1995,151.4,0.331345262,2.85326087,,,,,,
4/30/1995,1995,151.9,0.330250991,3.052917232,,,,,,
5/31/1995,1995,152.2,0.197498354,3.186440678,,,,,,
6/30/1995,1995,152.5,0.197109067,3.040540541,,,,,,
7/31/1995,1995,152.5,0,2.762803235,,,,,,
8/31/1995,1995,152.9,0.262295082,2.617449664,,,,,,
9/30/1995,1995,153.2,0.196206671,2.543507363,,,,,,
10/31/1995,1995,153.7,0.326370757,2.809364548,,,,,,
11/30/1995,1995,153.6,-0.065061809,2.605210421,,,,,,
12/31/1995,1995,153.5,-0.065104167,2.538410154,,,,,,
1/31/1996,1996,154.4,0.586319218,2.727877578,,,,,,
2/29/1996,1996,154.9,0.323834197,2.650762094,,,,,,
3/31/1996,1996,155.7,0.516462234,2.84015852,,,,,,
4/30/1996,1996,156.3,0.385356455,2.896642528,,,,,,
5/31/1996,1996,156.6,0.19193858,2.890932983,,,,,,
6/30/1996,1996,156.7,0.06385696,2.754098361,,,,,,
7/31/1996,1996,157,0.191448628,2.950819672,,,,,,
8/31/1996,1996,157.3,0.191082803,2.877697842,,,,,,
9/30/1996,1996,157.8,0.317863954,3.002610966,,,,,,
10/31/1996,1996,158.3,0.316856781,2.992843201,,,,,,
11/30/1996,1996,158.6,0.189513582,3.255208333,,,,,,
12/31/1996,1996,158.6,0,3.32247557,,,,,,
1/31/1997,1997,159.1,0.315258512,3.044041451,,,,,,
2/28/1997,1997,159.6,0.314267756,3.034215623,,,,,,
3/31/1997,1997,160,0.250626566,2.761721259,,,,,,
4/30/1997,1997,160.2,0.125,2.495201536,,,,,,
5/31/1997,1997,160.1,-0.062421973,2.234993614,,,,,,
6/30/1997,1997,160.3,0.124921924,2.297383535,,,,,,
7/31/1997,1997,160.5,0.124766064,2.229299363,,,,,,
8/31/1997,1997,160.8,0.186915888,2.22504768,,,,,,
9/30/1997,1997,161.2,0.248756219,2.154626109,,,,,,
10/31/1997,1997,161.6,0.248138958,2.0846494,,,,,,
11/30/1997,1997,161.5,-0.061881188,1.828499369,,,,,,
12/31/1997,1997,161.3,-0.123839009,1.702395965,,,,,,
1/31/1998,1998,161.6,0.185988841,1.571338781,,,,,,
2/28/1998,1998,161.9,0.185643564,1.441102757,,,,,,
3/31/1998,1998,162.2,0.185299568,1.375,,,,,,
4/30/1998,1998,162.5,0.184956843,1.435705368,,,,,,
5/31/1998,1998,162.8,0.184615385,1.686445971,,,,,,
6/30/1998,1998,163,0.122850123,1.684341859,,,,,,
7/31/1998,1998,163.2,0.122699387,1.682242991,,,,,,
8/31/1998,1998,163.4,0.12254902,1.616915423,,,,,,
9/30/1998,1998,163.6,0.122399021,1.488833747,,,,,,
10/31/1998,1998,164,0.244498778,1.485148515,,,,,,
11/30/1998,1998,164,0,1.547987616,,,,,,
12/31/1998,1998,163.9,-0.06097561,1.611903286,,,,,,
1/31/1999,1999,164.3,0.244051251,1.670792079,,,,,,
2/28/1999,1999,164.5,0.121728545,1.605929586,,,,,,
3/31/1999,1999,165,0.303951368,1.726263872,,,,,,
4/30/1999,1999,166.2,0.727272727,2.276923077,,,,,,
5/31/1999,1999,166.2,0,2.088452088,,,,,,
6/30/1999,1999,166.2,0,1.963190184,,,,,,
7/31/1999,1999,166.7,0.300842359,2.144607843,,,,,,
8/31/1999,1999,167.1,0.23995201,2.264381885,,,,,,
9/30/1999,1999,167.9,0.478755236,2.628361858,,,,,,
10/31/1999,1999,168.2,0.178677784,2.56097561,,,,,,
11/30/1999,1999,168.3,0.059453032,2.62195122,,,,,,
12/31/1999,1999,168.3,0,2.684563758,,,,,,
1/31/2000,2000,168.8,0.297088532,2.73889227,,,,,,
2/29/2000,2000,169.8,0.592417062,3.221884498,,,,,,
3/31/2000,2000,171.2,0.824499411,3.757575758,,,,,,
4/30/2000,2000,171.3,0.058411215,3.068592058,,,,,,
5/31/2000,2000,171.5,0.116754232,3.188929001,,,,,,
6/30/2000,2000,172.4,0.524781341,3.730445247,,,,,,
7/31/2000,2000,172.8,0.232018561,3.659268146,,,,,,
8/31/2000,2000,172.8,0,3.411131059,,,,,,
9/30/2000,2000,173.7,0.520833333,3.454437165,,,,,,
10/31/2000,2000,174,0.172711572,3.448275862,,,,,,
11/30/2000,2000,174.1,0.057471264,3.446226976,,,,,,
12/31/2000,2000,174,-0.057438254,3.386809269,,,,,,
1/31/2001,2001,175.1,0.632183908,3.732227488,,,,,,
2/28/2001,2001,175.8,0.399771559,3.533568905,,,,,,
3/31/2001,2001,176.2,0.227531286,2.920560748,,,,,,
4/30/2001,2001,176.9,0.397275823,3.269118506,,,,,,
5/31/2001,2001,177.7,0.4522329,3.61516035,,,,,,
6/30/2001,2001,178,0.16882386,3.248259861,,,,,,
7/31/2001,2001,177.5,-0.280898876,2.719907407,,,,,,
8/31/2001,2001,177.5,0,2.719907407,,,,,,
9/30/2001,2001,178.3,0.450704225,2.648244099,,,,,,
10/31/2001,2001,177.7,-0.336511497,2.126436782,,,,,,
11/30/2001,2001,177.4,-0.16882386,1.895462378,,,,,,
12/31/2001,2001,176.7,-0.394588501,1.551724138,,,,,,
1/31/2002,2002,177.1,0.226372383,1.142204455,,,,,,
2/28/2002,2002,177.8,0.395256917,1.137656428,,,,,,
3/31/2002,2002,178.8,0.562429696,1.475595914,,,,,,
4/30/2002,2002,179.8,0.559284116,1.639344262,,,,,,
5/31/2002,2002,179.8,0,1.181767023,,,,,,
6/30/2002,2002,179.9,0.055617353,1.06741573,,,,,,
7/31/2002,2002,180.1,0.111172874,1.464788732,,,,,,
8/31/2002,2002,180.7,0.333148251,1.802816901,,,,,,
9/30/2002,2002,181,0.166021029,1.514301739,,,,,,
10/31/2002,2002,181.3,0.165745856,2.025886325,,,,,,
11/30/2002,2002,181.3,0,2.198421646,,,,,,
12/31/2002,2002,180.9,-0.220628792,2.376910017,,,,,,
1/31/2003,2003,181.7,0.442233278,2.597402597,,,,,,
2/28/2003,2003,183.1,0.770500826,2.98087739,,,,,,
3/31/2003,2003,184.2,0.60076461,3.020134228,,,,,,
4/30/2003,2003,183.8,-0.217155266,2.224694105,,,,,,
5/31/2003,2003,183.5,-0.163220892,2.057842047,,,,,,
6/30/2003,2003,183.7,0.108991826,2.112284603,,,,,,
7/31/2003,2003,183.9,0.108873163,2.109938923,,,,,,
8/31/2003,2003,184.6,0.380641653,2.158273381,,,,,,
9/30/2003,2003,185.2,0.325027086,2.320441989,,,,,,
10/31/2003,2003,185,-0.107991361,2.040816327,,,,,,
11/30/2003,2003,184.5,-0.27027027,1.765030336,,,,,,
12/31/2003,2003,184.3,-0.108401084,1.879491432,,,,,,
1/31/2004,2004,185.2,0.488334238,1.926252064,,,,,,
2/29/2004,2004,186.2,0.539956803,1.6930639,,,,,,
3/31/2004,2004,187.4,0.644468314,1.737242128,,,,,,
4/30/2004,2004,188,0.320170758,2.285092492,,,,,,
5/31/2004,2004,189.1,0.585106383,3.051771117,,,,,,
6/30/2004,2004,189.7,0.317292438,3.266194883,,,,,,
7/31/2004,2004,189.4,-0.158144439,2.990755846,,,,,,
8/31/2004,2004,189.5,0.05279831,2.654387866,,,,,,
9/30/2004,2004,189.9,0.211081794,2.537796976,,,,,,
10/31/2004,2004,190.9,0.526592944,3.189189189,,,,,,
11/30/2004,2004,191,0.052383447,3.52303523,,,,,,
12/31/2004,2004,190.3,-0.366492147,3.255561584,,,,,,
1/31/2005,2005,190.7,0.21019443,2.969762419,,,,,,
2/28/2005,2005,191.8,0.576822234,3.007518797,,,,,,
3/31/2005,2005,193.3,0.782064651,3.148345784,,,,,,
4/30/2005,2005,194.6,0.672529747,3.510638298,,,,,,
5/31/2005,2005,194.4,-0.102774923,2.802749868,,,,,,
